,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,SEASON
46,41,Jason LaBarbera,29,TOT,28,24,8,10,6,67,674,607,.901,2.78,2,3.4,1446,13,.542,7,109,-5.32,0,0,0,2,2009
49,42,Dan LaCosta,22,CBJ,3,2,2,0,0,4,80,76,.950,1.54,1,0.8,156,2,1.000,0,,,0,0,0,0,2009
50,43,Patrick Lalime,34,BUF,24,21,5,13,3,67,669,602,.900,3.10,0,3.3,1297,11,.524,6,109,-5.78,0,0,0,0,2009
51,44,Pascal Leclaire,26,CBJ,12,12,4,6,1,43,324,281,.867,3.83,0,0.4,674,3,.250,3,,,0,1,1,0,2009
52,45,Manny Legace,35,STL,29,28,13,9,2,77,669,592,.885,3.18,0,2.2,1452,11,.393,8,126,-15.78,0,0,0,0,2009
53,46,Kari Lehtonen,25,ATL,46,45,19,22,3,134,1498,1364,.911,3.06,3,9.3,2624,27,.600,7,98,3.08,0,1,1,6,2009
54,47,Michael Leighton,27,CAR,19,14,6,7,2,50,507,457,.901,2.92,0,2.6,1029,7,.500,1,108,-3.60,0,0,0,4,2009
55,48,Henrik Lundqvist,26,NYR,70,70,38,25,7,168,2007,1839,.916,2.43,3,13.7,4153,46,.657,9,91,15.66,0,2,2,0,2009
56,49,Roberto Luongo*,29,VAN,54,53,33,13,7,124,1542,1418,.920,2.34,9,11.1,3181,32,.604,7,88,17.11,0,1,1,4,2009
57,50,Joey MacDonald,28,NYI,49,46,14,26,6,157,1584,1427,.901,3.37,1,8.1,2792,21,.457,6,108,-12.05,0,1,1,6,2009
58,51,Peter Mannino,24,NYI,3,2,1,1,0,10,87,77,.885,4.52,0,0.3,133,1,.500,0,,,0,0,0,0,2009
59,52,Chris Mason,32,STL,57,51,27,21,7,129,1544,1415,.916,2.41,6,10.6,3215,31,.608,8,91,12.29,0,1,1,0,2009
60,53,Steve Mason,20,CBJ,61,61,33,20,7,140,1658,1518,.916,2.29,10,11.2,3664,34,.557,10,92,11.72,0,0,0,2,2009
61,54,Curtis McElhinney,25,CGY,14,5,1,6,1,31,280,249,.889,3.59,0,1.1,518,2,.400,2,,,0,0,0,2,2009
62,55,Mike McKenna,25,TBL,15,14,4,8,1,46,406,360,.887,3.56,1,1.4,776,4,.286,6,124,-8.85,0,1,1,0,2009
63,56,Ryan Miller,28,BUF,59,58,34,18,6,145,1773,1628,.918,2.53,5,12.5,3443,38,.655,7,89,17.25,0,0,0,4,2009
64,57,Al Montoya,23,PHX,5,4,3,1,0,9,120,111,.925,2.08,1,0.9,259,3,.750,1,,,0,0,0,0,2009
65,58,Evgeni Nabokov,33,SJS,62,62,41,12,8,150,1663,1513,.910,2.44,7,10.2,3686,38,.613,12,99,2.18,0,1,1,12,2009
66,59,Michal Neuvirth,20,WSH,5,3,2,1,0,11,102,91,.892,3.00,0,0.4,220,1,.333,1,,,0,0,0,0,2009
67,60,Antti Niemi,25,CHI,3,2,1,1,1,8,59,51,.864,3.40,0,0.1,141,1,.500,1,,,0,0,0,0,2009
69,61,Antero Niittymäki,28,PHI,32,29,15,8,6,83,947,864,.912,2.76,1,6.1,1805,14,.483,6,96,3.66,0,1,1,2,2009
70,62,Fredrik Norrena,35,CBJ,8,5,1,3,2,17,133,116,.872,3.16,0,0.3,323,1,.200,1,,,0,0,0,0,2009
71,63,Chris Osgood,36,DET,46,44,26,9,8,137,1208,1071,.887,3.09,2,4.3,2663,19,.432,10,124,-26.46,0,2,2,8,2009
72,64,Ondřej Pavelec,21,ATL,12,11,3,7,0,36,301,265,.880,3.60,0,0.9,599,3,.273,4,,,0,0,0,0,2009
73,65,Justin Pogge,22,TOR,7,6,1,4,1,27,173,146,.844,4.36,0,-0.2,372,1,.167,3,,,0,0,0,0,2009
74,66,Carey Price,21,MTL,52,49,23,16,10,143,1513,1370,.905,2.83,1,8.5,3036,30,.612,8,103,-4.55,0,1,1,4,2009
75,67,Jonathan Quick,23,LAK,44,41,21,18,2,103,1200,1097,.914,2.48,4,7.9,2495,23,.561,6,94,6.81,0,1,1,0,2009
76,68,Karri Rämö,22,TBL,24,20,4,10,7,80,756,676,.894,3.66,0,3.3,1312,10,.500,3,116,-10.82,0,1,1,2,2009
77,69,Tuukka Rask,21,BOS,1,1,1,0,0,0,35,35,1.000,0.00,1,0.6,60,1,1.000,0,,,0,0,0,0,2009
78,70,Andrew Raycroft,28,COL,31,27,12,16,0,90,836,746,.892,3.14,0,3.5,1722,12,.444,4,118,-13.50,0,0,0,2,2009
79,71,Pekka Rinne,26,NSH,52,49,29,15,4,119,1435,1316,.917,2.38,7,9.9,2999,28,.571,8,91,12.32,0,1,1,6,2009
80,72,Dwayne Roloson,39,EDM,63,62,28,24,9,166,1953,1787,.915,2.77,1,13.1,3597,36,.581,9,93,12.72,0,1,1,10,2009
81,73,Dany Sabourin,28,PIT,19,16,6,8,2,47,463,416,.898,2.85,0,2.2,989,8,.500,3,111,-4.63,0,0,0,2,2009
82,74,Curtis Sanford,29,VAN,19,15,7,8,0,42,448,406,.906,2.59,1,2.6,973,7,.467,3,102,-1.00,0,0,0,2,2009
83,75,Cory Schneider,22,VAN,8,5,2,4,1,20,162,142,.877,3.38,0,0.4,355,1,.200,1,,,0,0,0,0,2009
84,76,Marek Schwarz,22,STL,2,0,0,0,0,0,5,5,1.000,0.00,0,0.1,15,0,,0,,,0,0,0,0,2009
85,77,Mike Smith,26,TBL,41,40,14,18,9,108,1282,1174,.916,2.62,2,8.7,2471,25,.625,4,92,9.31,0,1,1,23,2009
86,78,Tobias Stephan,25,DAL,10,5,1,3,1,27,208,181,.870,3.70,0,0.4,438,1,.200,3,,,0,1,1,0,2009
87,79,Mikael Tellqvist,29,TOT,21,16,9,6,1,47,533,486,.912,2.74,0,3.4,1028,9,.563,2,96,1.77,0,0,0,0,2009
90,80,José Théodore,32,WSH,57,55,32,17,5,157,1572,1415,.900,2.87,2,7.9,3287,26,.473,12,109,-13.15,0,3,3,6,2009
92,81,Tim Thomas,34,BOS,54,53,36,11,7,114,1694,1580,.933,2.10,5,14.7,3259,39,.736,3,74,41.02,0,1,1,6,2009
93,82,Josh Tordjman,24,PHX,2,2,0,2,0,8,62,54,.871,4.08,0,0.1,118,0,.000,0,,,0,0,0,0,2009
94,83,Vesa Toskala,31,TOR,53,52,22,17,11,166,1518,1352,.891,3.26,1,6.0,3056,23,.442,13,120,-27.09,0,0,0,2,2009
95,84,Marty Turco,33,DAL,74,74,33,31,10,203,1993,1790,.898,2.81,3,9.6,4327,38,.514,22,111,-20.62,0,5,5,18,2009
96,85,Steve Valiquette,31,NYR,15,12,5,5,2,39,421,382,.907,2.84,1,2.5,823,7,.583,1,101,-0.47,0,1,1,2,2009
97,86,Semyon Varlamov,20,WSH,6,5,4,0,1,13,159,146,.918,2.37,0,1.1,329,4,.800,1,,,0,0,0,2,2009
98,87,Tomáš Vokoun,32,FLA,59,55,26,23,6,138,1855,1717,.926,2.49,6,14.6,3324,33,.600,4,81,31.75,0,1,1,2,2009
99,88,Cam Ward,24,CAR,68,68,39,23,5,160,1901,1741,.916,2.44,6,12.9,3928,43,.632,10,92,13.96,0,1,1,4,2009
100,89,Kevin Weekes,33,NJD,16,13,7,5,0,32,399,367,.920,2.42,0,2.9,795,8,.615,1,88,4.51,0,0,0,0,2009
